"","variable","Guild_comb","value","site","SoilProcessID","SAND","SILT","CLAY","pH","P_ppm","K_ppm","OM_percent","NO3_N_ppm","Site","Species","Replicate","NAG_soil","NAG_OM","AlkP_soil","AlkP_OM","AAP_soil","AAP_OM","BG_soil","BG_OM","sampleID","project","Location","Spp","Rep","site_spp"
"74","fungi.Ecotone.PLJA.3","Endophyte",17.4020917585619,"Ecotone_PLJA_3",59,58.8,22,19.2,8.4,0,197,0.8,1.2,"E","Plja",3,2.14,113.4,31.5,1666.28,"161.18","8525.79",33.64,1779.59,"fungi.Ecotone.PLJA.3","transitions","Ecotone","PLJA",3,"E.Plja"
"75","fungi.Ecotone.PLJA.3","Plant Pathogen",54.0734785166986,"Ecotone_PLJA_3",59,58.8,22,19.2,8.4,0,197,0.8,1.2,"E","Plja",3,2.14,113.4,31.5,1666.28,"161.18","8525.79",33.64,1779.59,"fungi.Ecotone.PLJA.3","transitions","Ecotone","PLJA",3,"E.Plja"
"76","fungi.Ecotone.PLJA.3","Saprotroph",151.291365899769,"Ecotone_PLJA_3",59,58.8,22,19.2,8.4,0,197,0.8,1.2,"E","Plja",3,2.14,113.4,31.5,1666.28,"161.18","8525.79",33.64,1779.59,"fungi.Ecotone.PLJA.3","transitions","Ecotone","PLJA",3,"E.Plja"
"77","fungi.Ecotone.PLJA.4","Arbuscular Mycorrhizal",189.844771189263,"Ecotone_PLJA_4",60,58.8,22,19.2,8.5,4,186,0.9,1.2,"E","Plja",4,4.12,263.92,134.67,8625.86,"213.43","13670.82",28.26,1810.26,"fungi.Ecotone.PLJA.4","transitions","Ecotone","PLJA",4,"E.Plja"
"78","fungi.Ecotone.PLJA.4","Endophyte",22.7948068174245,"Ecotone_PLJA_4",60,58.8,22,19.2,8.5,4,186,0.9,1.2,"E","Plja",4,4.12,263.92,134.67,8625.86,"213.43","13670.82",28.26,1810.26,"fungi.Ecotone.PLJA.4","transitions","Ecotone","PLJA",4,"E.Plja"
"79","fungi.Ecotone.PLJA.4","Plant Pathogen",60.7195962747862,"Ecotone_PLJA_4",60,58.8,22,19.2,8.5,4,186,0.9,1.2,"E","Plja",4,4.12,263.92,134.67,8625.86,"213.43","13670.82",28.26,1810.26,"fungi.Ecotone.PLJA.4","transitions","Ecotone","PLJA",4,"E.Plja"
"80","fungi.Ecotone.PLJA.4","Saprotroph",201.247885854787,"Ecotone_PLJA_4",60,58.8,22,19.2,8.5,4,186,0.9,1.2,"E","Plja",4,4.12,263.92,134.67,8625.86,"213.43","13670.82",28.26,1810.26,"fungi.Ecotone.PLJA.4","transitions","Ecotone","PLJA",4,"E.Plja"
"81","fungi.Ecotone.PLJA.5","Arbuscular Mycorrhizal",136.155586507577,"Ecotone_PLJA_5",61,66.8,14,19.2,8.4,0,185,0.7,1.2,"E","Plja",5,8.49,504.08,71.1,4220.09,"131.62","7812.46",92.21,5472.87,"fungi.Ecotone.PLJA.5","transitions","Ecotone","PLJA",5,"E.Plja"
"82","fungi.Ecotone.PLJA.5","Endophyte",10.9209679802256,"Ecotone_PLJA_5",61,66.8,14,19.2,8.4,0,185,0.7,1.2,"E","Plja",5,8.49,504.08,71.1,4220.09,"131.62","7812.46",92.21,5472.87,"fungi.Ecotone.PLJA.5","transitions","Ecotone","PLJA",5,"E.Plja"
"83","fungi.Ecotone.PLJA.5","Plant Pathogen",32.0797863381035,"Ecotone_PLJA_5",61,66.8,14,19.2,8.4,0,185,0.7,1.2,"E","Plja",5,8.49,504.08,71.1,4220.09,"131.62","7812.46",92.21,5472.87,"fungi.Ecotone.PLJA.5","transitions","Ecotone","PLJA",5,"E.Plja"
"84","fungi.Ecotone.PLJA.5","Saprotroph",115.347587227494,"Ecotone_PLJA_5",61,66.8,14,19.2,8.4,0,185,0.7,1.2,"E","Plja",5,8.49,504.08,71.1,4220.09,"131.62","7812.46",92.21,5472.87,"fungi.Ecotone.PLJA.5","transitions","Ecotone","PLJA",5,"E.Plja"
"85","fungi.Ecotone.PLJA.6","Arbuscular Mycorrhizal",64.0012275598147,"Ecotone_PLJA_6",62,59.2,20,20.8,8.5,0,177,0.9,1.1,"E","Plja",6,4.44,245.52,41.94,2320.53,"169.06","9353.45",44.49,2461.71,"fungi.Ecotone.PLJA.6","transitions","Ecotone","PLJA",6,"E.Plja"
"86","fungi.Ecotone.PLJA.6","Endophyte",15.9898023811576,"Ecotone_PLJA_6",62,59.2,20,20.8,8.5,0,177,0.9,1.1,"E","Plja",6,4.44,245.52,41.94,2320.53,"169.06","9353.45",44.49,2461.71,"fungi.Ecotone.PLJA.6","transitions","Ecotone","PLJA",6,"E.Plja"
"87","fungi.Ecotone.PLJA.6","Plant Pathogen",54.6298862366075,"Ecotone_PLJA_6",62,59.2,20,20.8,8.5,0,177,0.9,1.1,"E","Plja",6,4.44,245.52,41.94,2320.53,"169.06","9353.45",44.49,2461.71,"fungi.Ecotone.PLJA.6","transitions","Ecotone","PLJA",6,"E.Plja"
"88","fungi.Ecotone.PLJA.6","Saprotroph",131.349332684883,"Ecotone_PLJA_6",62,59.2,20,20.8,8.5,0,177,0.9,1.1,"E","Plja",6,4.44,245.52,41.94,2320.53,"169.06","9353.45",44.49,2461.71,"fungi.Ecotone.PLJA.6","transitions","Ecotone","PLJA",6,"E.Plja"
"89","fungi.Ecotone.PLJA.7","Arbuscular Mycorrhizal",125.49570313206,"Ecotone_PLJA_7",63,69.2,16,14.8,8.5,5,149,0.7,1.7,"E","Plja",7,4.28,360.6,46.85,3945.92,"74.08","6239.17",69.73,5872.96,"fungi.Ecotone.PLJA.7","transitions","Ecotone","PLJA",7,"E.Plja"
"90","fungi.Ecotone.PLJA.7","Endophyte",26.4062686144683,"Ecotone_PLJA_7",63,69.2,16,14.8,8.5,5,149,0.7,1.7,"E","Plja",7,4.28,360.6,46.85,3945.92,"74.08","6239.17",69.73,5872.96,"fungi.Ecotone.PLJA.7","transitions","Ecotone","PLJA",7,"E.Plja"
"91","fungi.Ecotone.PLJA.7","Plant Pathogen",63.9521844656866,"Ecotone_PLJA_7",63,69.2,16,14.8,8.5,5,149,0.7,1.7,"E","Plja",7,4.28,360.6,46.85,3945.92,"74.08","6239.17",69.73,5872.96,"fungi.Ecotone.PLJA.7","transitions","Ecotone","PLJA",7,"E.Plja"
"92","fungi.Ecotone.PLJA.7","Saprotroph",123.349237108248,"Ecotone_PLJA_7",63,69.2,16,14.8,8.5,5,149,0.7,1.7,"E","Plja",7,4.28,360.6,46.85,3945.92,"74.08","6239.17",69.73,5872.96,"fungi.Ecotone.PLJA.7","transitions","Ecotone","PLJA",7,"E.Plja"
"93","fungi.Ecotone.PLJA.8","Arbuscular Mycorrhizal",122.466547114494,"Ecotone_PLJA_8",64,61.2,18,20.8,8.4,0,182,0.7,1.9,"E","Plja",8,2.26,125.24,25.31,1404.01,"159.02","8822.31",15.9,882.25,"fungi.Ecotone.PLJA.8","transitions","Ecotone","PLJA",8,"E.Plja"
"94","fungi.Ecotone.PLJA.8","Endophyte",21.6899176570768,"Ecotone_PLJA_8",64,61.2,18,20.8,8.4,0,182,0.7,1.9,"E","Plja",8,2.26,125.24,25.31,1404.01,"159.02","8822.31",15.9,882.25,"fungi.Ecotone.PLJA.8","transitions","Ecotone","PLJA",8,"E.Plja"
"95","fungi.Ecotone.PLJA.8","Plant Pathogen",27.7965343614456,"Ecotone_PLJA_8",64,61.2,18,20.8,8.4,0,182,0.7,1.9,"E","Plja",8,2.26,125.24,25.31,1404.01,"159.02","8822.31",15.9,882.25,"fungi.Ecotone.PLJA.8","transitions","Ecotone","PLJA",8,"E.Plja"
"96","fungi.Ecotone.PLJA.8","Saprotroph",123.017498795257,"Ecotone_PLJA_8",64,61.2,18,20.8,8.4,0,182,0.7,1.9,"E","Plja",8,2.26,125.24,25.31,1404.01,"159.02","8822.31",15.9,882.25,"fungi.Ecotone.PLJA.8","transitions","Ecotone","PLJA",8,"E.Plja"
"97","fungi.Grass.BOER.1","Arbuscular Mycorrhizal",90.4178743807924,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"98","fungi.Grass.BOER.1","Endophyte",19.0753386042273,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"99","fungi.Grass.BOER.1","Plant Pathogen",22.1874363444626,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"100","fungi.Grass.BOER.1","Saprotroph",83.07530495447,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"101","fungi.Grass.BOER.2","Arbuscular Mycorrhizal",108.166868672357,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"102","fungi.Grass.BOER.2","Endophyte",17.8187470002087,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"103","fungi.Grass.BOER.2","Plant Pathogen",53.9252898953808,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"104","fungi.Grass.BOER.2","Saprotroph",142.144658517324,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"105","fungi.Grass.BOER.3","Arbuscular Mycorrhizal",150.045097750141,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"106","fungi.Grass.BOER.3","Endophyte",20.4309697696894,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"107","fungi.Grass.BOER.3","Plant Pathogen",36.7188855399818,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"108","fungi.Grass.BOER.3","Saprotroph",175.127764919218,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"109","fungi.Grass.BOER.4","Arbuscular Mycorrhizal",104.717088529142,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"110","fungi.Grass.BOER.4","Endophyte",11.8370210351424,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"111","fungi.Grass.BOER.4","Plant Pathogen",34.2348609895874,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"112","fungi.Grass.BOER.4","Saprotroph",65.3817017431729,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"113","fungi.Grass.BOER.5","Arbuscular Mycorrhizal",63.1275036974967,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"114","fungi.Grass.BOER.5","Endophyte",15.0189325562333,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"115","fungi.Grass.BOER.5","Plant Pathogen",48.9418910825286,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"116","fungi.Grass.BOER.5","Saprotroph",93.3990809674668,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"117","fungi.Grass.BOER.6","Arbuscular Mycorrhizal",95.6991003005221,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"118","fungi.Grass.BOER.6","Endophyte",20.4532508230559,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"119","fungi.Grass.BOER.6","Plant Pathogen",36.1694501176043,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"120","fungi.Grass.BOER.6","Saprotroph",110.117610650721,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"121","fungi.Grass.BOER.7","Arbuscular Mycorrhizal",147.043647042156,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"122","fungi.Grass.BOER.7","Endophyte",21.9451980081879,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"123","fungi.Grass.BOER.7","Plant Pathogen",61.5964609286383,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"124","fungi.Grass.BOER.7","Saprotroph",142.061753894344,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"125","fungi.Grass.BOER.8","Arbuscular Mycorrhizal",106.267629483273,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"126","fungi.Grass.BOER.8","Endophyte",18.8989574296939,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"127","fungi.Grass.BOER.8","Plant Pathogen",45.9006910403896,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"128","fungi.Grass.BOER.8","Saprotroph",127.64336785915,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"129","fungi.Grass.BOGR.1","Arbuscular Mycorrhizal",132.141033587008,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"130","fungi.Grass.BOGR.1","Endophyte",18.0192360555795,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"131","fungi.Grass.BOGR.1","Plant Pathogen",54.6259196985954,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"132","fungi.Grass.BOGR.1","Saprotroph",182.043316080987,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"133","fungi.Grass.BOGR.2","Arbuscular Mycorrhizal",123.822066757868,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"134","fungi.Grass.BOGR.2","Endophyte",10.9209679802256,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"135","fungi.Grass.BOGR.2","Plant Pathogen",38.8581912720781,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"136","fungi.Grass.BOGR.2","Saprotroph",89.0532167083919,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"137","fungi.Grass.BOGR.3","Arbuscular Mycorrhizal",87.9918690932788,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"138","fungi.Grass.BOGR.3","Endophyte",13.7718101293355,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"139","fungi.Grass.BOGR.3","Plant Pathogen",42.2998350641851,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"140","fungi.Grass.BOGR.3","Saprotroph",126.98190076795,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"141","fungi.Grass.BOGR.4","Arbuscular Mycorrhizal",165.170804964951,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"142","fungi.Grass.BOGR.4","Endophyte",21.1814388932839,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"143","fungi.Grass.BOGR.4","Plant Pathogen",43.5468295637708,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"144","fungi.Grass.BOGR.4","Saprotroph",128.778351564891,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"145","fungi.Grass.BOGR.5","Arbuscular Mycorrhizal",93.5487867315342,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
"146","fungi.Grass.BOGR.5","Endophyte",12.0965531973889,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
"147","fungi.Grass.BOGR.5","Plant Pathogen",29.5446898462169,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
